지역명,평당분양가격,월,연도
경북,13784.1,2,2024
경남,13840.2,2,2024
제주,24773.1,2,2024
서울,37943.4,3,2024
인천,18117.0,3,2024
경기,20908.8,3,2024
부산,20691.0,3,2024
대구,23964.6,3,2024
광주,18885.9,3,2024
대전,17592.3,3,2024
울산,16942.2,3,2024
세종,18126.9,3,2024
강원,14774.1,3,2024
충북,12962.4,3,2024
충남,11932.8,3,2024
전북,12134.1,3,2024
전남,12147.3,3,2024
경북,13784.1,3,2024
경남,13840.2,3,2024
제주,24773.1,3,2024
서울,37943.4,4,2024
인천,18117.0,4,2024
경기,20908.8,4,2024
부산,20691.0,4,2024
대구,23964.6,4,2024
광주,18885.9,4,2024
대전,17592.3,4,2024
울산,16942.2,4,2024
세종,18126.9,4,2024
강원,14774.1,4,2024
충북,12962.4,4,2024
충남,11932.8,4,2024
전북,12134.1,4,2024
전남,12147.3,4,2024
경북,13784.1,4,2024
경남,13840.2,4,2024
제주,24773.1,4,2024
서울,37943.4,5,2024
인천,18117.0,5,2024
경기,20908.8,5,2024
부산,20691.0,5,2024
대구,23964.6,5,2024
광주,18885.9,5,2024
대전,17592.3,5,2024
울산,16942.2,5,2024
세종,18126.9,5,2024
강원,14774.1,5,2024
충북,12962.4,5,2024
충남,11932.8,5,2024
전북,12134.1,5,2024
전남,12147.3,5,2024
경북,13784.1,5,2024
경남,13840.2,5,2024
제주,24773.1,5,2024
서울,37943.4,6,2024
인천,18117.0,6,2024
경기,20908.8,6,2024
부산,20691.0,6,2024
대구,23964.6,6,2024
광주,18885.9,6,2024
대전,17592.3,6,2024
울산,16942.2,6,2024
세종,18126.9,6,2024
강원,14774.1,6,2024
충북,12962.4,6,2024
충남,11932.8,6,2024
전북,12134.1,6,2024
전남,12147.3,6,2024
경북,13784.1,6,2024
경남,13840.2,6,2024
제주,24773.1,6,2024
서울,37943.4,7,2024
인천,18117.0,7,2024
경기,20908.8,7,2024
부산,20691.0,7,2024
대구,23964.6,7,2024
광주,18885.9,7,2024
대전,17592.3,7,2024
울산,16942.2,7,2024
세종,18126.9,7,2024
강원,14774.1,7,2024
충북,12962.4,7,2024
충남,11932.8,7,2024
전북,12134.1,7,2024
전남,12147.3,7,2024
경북,13784.1,7,2024
경남,13840.2,7,2024
제주,24773.1,7,2024
